web-scraper-order,web-scraper-start-url,Linking,Linking-href
"1685315037-19","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Post-War & Contemporary. Wildness and expression
                            
                            30 March 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1293ASW118
                                    

                                    
                                        Auction turnover :
                                        1,581,360 PLN","https://desa.pl/en/art-auctions-results/post-war-contemporary-wildness-and-expression/"
"1685315037-20","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Wlastimil Hofman. Romantic modernist 
                            
                            28 March 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1291MON014
                                    

                                    
                                        Auction turnover :
                                        584,160 PLN","https://desa.pl/en/art-auctions-results/wlastimil-hofman-mtgl/"
"1685315037-21","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Watches
                            
                            27 March 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1290WAT002
                                    

                                    
                                        Auction turnover :
                                        481,560 PLN","https://desa.pl/en/art-auctions-results/watches-cvh6/"
"1685315037-22","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Polish design
                            
                            23 March 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1288DES022
                                    

                                    
                                        Auction turnover :
                                        429,960 PLN","https://desa.pl/en/art-auctions-results/design/"
"1685315037-23","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Young Polish Artists
                            
                            22 March 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1287AMS163
                                    

                                    
                                        Auction turnover :
                                        339,360 PLN","https://desa.pl/en/art-auctions-results/young-polish-artists-80b5/"
"1685315037-24","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","The Polish School of Textile Art
                            
                            21 March 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1286DES021
                                    

                                    
                                        Auction turnover :
                                        828,240 PLN","https://desa.pl/en/art-auctions-results/the-polish-school-of-textile-art-4j45/"
"1685315037-25","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Old Masters. 19th Century and Modern Art
                            
                            16 March 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1283ASD234
                                    

                                    
                                        Auction turnover :
                                        8,052,600 PLN","https://desa.pl/en/art-auctions-results/old-masters-19th-century-and-modern-art-1283asd234/"
"1685315037-26","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Franciszek Starowieyski. The Scandalist
                            
                            15 March 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1282MON013
                                    

                                    
                                        Auction turnover :
                                        873,600 PLN","https://desa.pl/en/art-auctions-results/franciszek-starowieyski-the-scandalist/"
"1685315037-27","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Comic art
                            
                            14 March 2023 7 PM CET
                                    
                                        Auction location: ul. Piękna 1A, Warszawa
                                    

                                        Auction code: 1281KOM021
                                    

                                    
                                        Auction turnover :
                                        311,160 PLN","https://desa.pl/en/art-auctions-results/comic-art/"
"1685315037-28","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Polish Contemporary Art
                            
                            9 March 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1280ANS038
                                    

                                    
                                        Auction turnover :
                                        1,235,160 PLN","https://desa.pl/en/art-auctions-results/polish-contemporary-art-ixrv/"
"1685315037-29","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Young Polish Artists
                            
                            7 March 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1279AMS162
                                    

                                    
                                        Auction turnover :
                                        274,560 PLN","https://desa.pl/en/art-auctions-results/young-polish-artists-tkjj/"
"1685315037-30","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Post-War and Contemporary Art
                            
                            2 March 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1278ASW117
                                    

                                    
                                        Auction turnover :
                                        8,422,800 PLN","https://desa.pl/en/art-auctions-results/post-war-contemporary-art-dfdf/"
"1685315037-31","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Jewellery. Masterpieces of Art of 19th and 20th Century
                            
                            28 February 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1276ABD046
                                    

                                    
                                        Auction turnover :
                                        334,560 PLN","https://desa.pl/en/art-auctions-results/jewellery-masterpieces-of-art-of-19th-and-20th-century-gp7w/"
"1685315037-32","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Painting at the Crossroads of Cultures. Young Art from East Africa
                            
                            27 February 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1275AMS161
                                    

                                    
                                        Auction turnover :
                                        53,520 PLN","https://desa.pl/en/art-auctions-results/painting-at-the-crossroads-of-cultures-young-art-from-east-afri/"
"1685315037-33","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Magical Art. Surrealism and Magic Realism
                            
                            23 February 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1274ASW116
                                    

                                    
                                        Auction turnover :
                                        343,320 PLN","https://desa.pl/en/art-auctions-results/magical-art-surrealism-and-magic-realism-07ua/"
"1685315037-34","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Young Polish Artists
                            
                            21 February 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1272AMS160
                                    

                                    
                                        Auction turnover :
                                        243,960 PLN","https://desa.pl/en/art-auctions-results/young-polish-artists-vcfd/"
"1685315037-35","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Art Now
                            
                            16 February 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1269AMS159
                                    

                                    
                                        Auction turnover :
                                        230,040 PLN","https://desa.pl/en/art-auctions-results/art-now/"
"1685315037-36","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Works on Paper. 19th Century and Modern Art
                            
                            14 February 2023 7 PM CET
                                    
                                        Auction location: Piękna 1A, Warszawa
                                    

                                        Auction code: 1268APP119
                                    

                                    
                                        Auction turnover :
                                        1,244,400 PLN","https://desa.pl/en/art-auctions-results/works-on-paper-19th-century-and-modern-art-i8xw/"
"1685315037-37","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Works on Paper. Post-War and Contemporary Art 
                            
                            9 February 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1266APP118
                                    

                                    
                                        Auction turnover :
                                        1,333,800 PLN","https://desa.pl/en/art-auctions-results/works-on-paper-post-war-and-contemporary-art-ul9j/"
"1685315037-38","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Young Polish Artists
                            
                            7 February 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1265AMS158
                                    

                                    
                                        Auction turnover :
                                        291,480 PLN","https://desa.pl/en/art-auctions-results/young-polish-artists-6ycc/"
"1685315037-39","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Young Artists for Ukraine. Charity Auction 
                            
                            1 February 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1248ACH050
                                    

                                    
                                        Auction turnover :
                                        47,500 PLN","https://desa.pl/en/art-auctions-results/young-artists-for-ukraine-charity-auction/"
"1685315037-40","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Zakopane,  Zakopane!
                            
                            31 January 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1264KOL035
                                    

                                    
                                        Auction turnover :
                                        2,626,080 PLN","https://desa.pl/en/art-auctions-results/zakopane-zakopane/"
"1685315037-41","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Charity Auction for the 31. Final of the Great Orchestra of Christmas Charity
                            
                            29 January 2023 5 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1246ACH049
                                    

                                    
                                        Auction turnover :
                                        385,600 PLN","https://desa.pl/en/art-auctions-results/aukcja-charytatywna-wosp/"
"1685315037-42","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Old Masters and Modern Prints
                            
                            26 January 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1261APP117
                                    

                                    
                                        Auction turnover :
                                        387,840 PLN","https://desa.pl/en/art-auctions-results/old-masters-and-modern-prints-rk3a/"
"1685315037-43","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Young Polish Artists
                            
                            24 January 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1259AMS157
                                    

                                    
                                        Auction turnover :
                                        255,480 PLN","https://desa.pl/en/art-auctions-results/young-polish-artists-zpcg/"
"1685315037-44","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Contemporary Prints
                            
                            19 January 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1256APP116
                                    

                                    
                                        Auction turnover :
                                        433,560 PLN","https://desa.pl/en/art-auctions-results/grafika-wspolczesna/"
"1685315037-45","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Art Outlet. 19th Century and Modern Art
                            
                            17 January 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1254WYP071
                                    

                                    
                                        Auction turnover :
                                        1,215,000 PLN","https://desa.pl/en/art-auctions-results/art-outlet-sztuka-dawna-styczen/"
"1685315037-46","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Art Outlet. Post-War & Contemporary Art
                            
                            12 January 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1251WYP070
                                    

                                    
                                        Auction turnover :
                                        1,096,200 PLN","https://desa.pl/en/art-auctions-results/art-outlet-sztuka-wspolczesna-a202/"
"1685315037-47","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2023&auction_kind=live","Young Polish Artists
                            
                            10 January 2023 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1249AMS156
                                    

                                    
                                        Auction turnover :
                                        229,080 PLN","https://desa.pl/en/art-auctions-results/young-polish-artists-eatf/"
