web-scraper-order,web-scraper-start-url,Linking,Linking-href
"1685315150-63","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Contemporary Prints
                            
                            23 June 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1123APP109
                                    

                                    
                                        Auction turnover :
                                        349,320 PLN","https://desa.pl/en/art-auctions-results/contemporary-prints-9fpi/"
"1685315150-64","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Old Masters and Modern Prints
                            
                            21 June 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1122APP108
                                    

                                    
                                        Auction turnover :
                                        292,800 PLN","https://desa.pl/en/art-auctions-results/old-masters-and-modern-prints-3zqk/"
"1685315150-65","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Art now. Curator's choice
                            
                            14 June 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1117AMS142
                                    

                                    
                                        Auction turnover :
                                        198,360 PLN","https://desa.pl/en/art-auctions-results/art-now-curators-choice-if6l/"
"1685315150-66","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Old Masters. 19th Century and Modern Art
                            
                            9 June 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1115ASD229
                                    

                                    
                                        Auction turnover :
                                        11,061,360 PLN","https://desa.pl/en/art-auctions-results/old-masters-19th-century-and-modern-art-22eq/"
"1685315150-67","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Magical Art. Surrealism and Magic Realism
                            
                            7 June 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1113ASW104
                                    

                                    
                                        Auction turnover :
                                        1,529,640 PLN","https://desa.pl/en/art-auctions-results/magical-art-surrealism-and-magic-realism-kirh/"
"1685315150-68","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Young Polish Artist
                            
                            6 June 2022 7 PM CET
                                    
                                        Auction location: ul. Piękna 1A, Warszawa
                                    

                                        Auction code: 1112AMS141
                                    

                                    
                                        Auction turnover :
                                        270,960 PLN","https://desa.pl/en/art-auctions-results/young-polish-artists-cgv02/"
"1685315150-69","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Polish Contemporary Art
                            
                            2 June 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1109ANS034
                                    

                                    
                                        Auction turnover :
                                        1,267,920 PLN","https://desa.pl/en/art-auctions-results/polish-contemporary-art-9cjm/"
"1685315150-70","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Very Peri 
                            
                            31 May 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1107ASW103
                                    

                                    
                                        Auction turnover :
                                        1,744,800 PLN","https://desa.pl/en/art-auctions-results/very-peri-kolor-roku-2022/"
"1685315150-71","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Post-War & Contemporary Art
                            
                            26 May 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1105ASW102
                                    

                                    
                                        Auction turnover :
                                        9,070,800 PLN","https://desa.pl/en/art-auctions-results/post-war-contemporary-art-cmmt/"
"1685315150-72","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Young Polish Artists
                            
                            24 May 2022 7 PM CET
                                    
                                        Auction location: Warszawa, ul. Piękna 1A
                                    

                                        Auction code: 1102AMS140
                                    

                                    
                                        Auction turnover :
                                        222,480 PLN","https://desa.pl/en/art-auctions-results/young-polish-artists-xds7/"
"1685315150-73","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Jewellery. Masterpieces of Art of 19th and 20th Century
                            
                            23 May 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1101ABD042
                                    

                                    
                                        Auction turnover :
                                        453,840 PLN","https://desa.pl/en/art-auctions-results/jewellery-masterpieces-of-art-of-19th-and-20th-century-ut1i/"
"1685315150-74","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Works on Paper. 19th Century and Modern Art
                            
                            19 May 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1099APP107
                                    

                                    
                                        Auction turnover :
                                        2,151,120 PLN","https://desa.pl/en/art-auctions-results/works-on-paper-19th-century-and-modern-art-xgna/"
"1685315150-75","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Works on Paper Post-War And Contemporary Art 
                            
                            17 May 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1097APP106
                                    

                                    
                                        Auction turnover :
                                        1,097,760 PLN","https://desa.pl/en/art-auctions-results/works-on-paper-post-war-and-contemporary-art-uxm6/"
"1685315150-76","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Dress code. Art and Fashion
                            
                            16 May 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1096KOL029
                                    

                                    
                                        Auction turnover :
                                        261,240 PLN","https://desa.pl/en/art-auctions-results/dress-code-art-and-fasion/"
"1685315150-77","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Refugees Welcome. Artists for the Refugees
                            
                            15 May 2022 5 PM CET
                                    
                                        Auction location: Museum of Contemporary Art
Wybrzeże Kościuszkowskie 22
Warsaw
                                    

                                        Auction code: 1094ACH045
                                    

                                    
                                        Auction turnover :
                                        1,133,600 PLN","https://desa.pl/en/art-auctions-results/refugees-welcome-fp2t/"
"1685315150-78","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","École de Paris 
                            
                            12 May 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1093ASD228
                                    

                                    
                                        Auction turnover :
                                        7,469,280 PLN","https://desa.pl/en/art-auctions-results/school-of-paris/"
"1685315150-79","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Naive and contemporary art. Sources - relations – contexts
                            
                            10 May 2022 7 PM CET
                                    
                                        Auction location: Warszawa, ul. Piękna 1A
                                    

                                        Auction code: 1091KOL028
                                    

                                    
                                        Auction turnover :
                                        1,496,400 PLN","https://desa.pl/en/art-auctions-results/naive-and-contemporary-art-sources-relations-contexts/"
"1685315150-80","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Raffles Europejski for the Children of Ukraine
                            
                            6 May 2022 8:30 PM CET
                                    
                                        Auction location: Raffles Europejski 
Krakowskie Przedmieście 13, Warsaw
                                    

                                        Auction code: 1095ACH044
                                    

                                    
                                        Auction turnover :
                                        646,600 PLN","https://desa.pl/en/art-auctions-results/raffles-europejski-for-the-children-of-ukraine/"
"1685315150-81","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Young Polish Artists
                            
                            5 May 2022 7 PM CET
                                    
                                        Auction location: Warszawa, ul. Piękna 1A
                                    

                                        Auction code: 1088AMS139
                                    

                                    
                                        Auction turnover :
                                        389,520 PLN","https://desa.pl/en/art-auctions-results/young-polish-artists-nwtp/"
"1685315150-82","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Photography Portraits of Celebrities, Stars, Personalities
                            
                            28 April 2022 8 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1084FOT029
                                    

                                    
                                        Auction turnover :
                                        164,880 PLN","https://desa.pl/en/art-auctions-results/photography-portraits-of-celebrities-stars-personalities-tgrm/"
"1685315150-83","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Collector's Photography. Classics and Artistic Avant-garde
                            
                            28 April 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1083FOT028
                                    

                                    
                                        Auction turnover :
                                        662,520 PLN","https://desa.pl/en/art-auctions-results/collectors-photography-classics-and-artistic-avant-garde/"
"1685315150-84","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Art Outlet. 19th Century and Modern Art
                            
                            26 April 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1081WYP065
                                    

                                    
                                        Auction turnover :
                                        715,920 PLN","https://desa.pl/en/art-auctions-results/art-outlet-sztuka-dawna-kwiecien/"
"1685315150-85","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Glass. Art&Design
                            
                            21 April 2022 7 PM CET
                                    
                                        Auction location: Warszawa, ul. Piękna 1A
                                    

                                        Auction code: 1076DES017
                                    

                                    
                                        Auction turnover :
                                        243,240 PLN","https://desa.pl/en/art-auctions-results/glass-artdesign/"
"1685315150-86","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Young Polish Artists
                            
                            20 April 2022 7 PM CET
                                    
                                        Auction location: Warszawa, ul. Piękna 1A
                                    

                                        Auction code: 1076AMS138
                                    

                                    
                                        Auction turnover :
                                        262,560 PLN","https://desa.pl/en/art-auctions-results/young-polish-artists-gdy5/"
"1685315150-87","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","The Age of Colourism
                            
                            12 April 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1073KOL027
                                    

                                    
                                        Auction turnover :
                                        1,413,960 PLN","https://desa.pl/en/art-auctions-results/the-age-of-colourism/"
"1685315150-88","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Comicbook. Re-generation
                            
                            11 April 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1070KOM019
                                    

                                    
                                        Auction turnover :
                                        422,760 PLN","https://desa.pl/en/art-auctions-results/comicbook-re-generation/"
"1685315150-89","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Modern and Contemporary Sculpture
                            
                            7 April 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1069ARZ019
                                    

                                    
                                        Auction turnover :
                                        3,750,840 PLN","https://desa.pl/en/art-auctions-results/modern-and-contemporary-sculpture-vk51/"
"1685315150-90","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Jewellery. Masterpieces of Art of 19th and 20th Century
                            
                            6 April 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1068ABD041
                                    

                                    
                                        Auction turnover :
                                        485,400 PLN","https://desa.pl/en/art-auctions-results/jewellery-masterpieces-of-art-of-19th-and-20th-century-005b/"
"1685315150-91","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Young Polish Artists
                            
                            5 April 2022 7 PM CET
                                    
                                        Auction location: Warszawa, ul. Piękna 1A
                                    

                                        Auction code: 1067AMS137
                                    

                                    
                                        Auction turnover :
                                        249,840 PLN","https://desa.pl/en/art-auctions-results/aukcja-mlodej-sztuki/"
"1685315150-92","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Post-War & Contemporary Art. Wildness and Expression 
                            
                            31 March 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1064ASW101
                                    

                                    
                                        Auction turnover :
                                        1,939,200 PLN","https://desa.pl/en/art-auctions-results/post-war-contemporary-art-wildness-and-expression/"
"1685315150-93","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Magical Art. Surrealism and Magic Realism
                            
                            29 March 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1062ASW100
                                    

                                    
                                        Auction turnover :
                                        722,640 PLN","https://desa.pl/en/art-auctions-results/magical-art-surrealism-and-magic-realism-1062asw100/"
"1685315150-94","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Polish Design
                            
                            24 March 2022 7 PM CET
                                    
                                        Auction location: Warszawa, ul. Piękna 1A
                                    

                                        Auction code: 1059DES016
                                    

                                    
                                        Auction turnover :
                                        403,320 PLN","https://desa.pl/en/art-auctions-results/polish-design-e677/"
"1685315150-95","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","The Polish School of Textile Art
                            
                            22 March 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1057DES015
                                    

                                    
                                        Auction turnover :
                                        1,044,360 PLN","https://desa.pl/en/art-auctions-results/the-polish-school-of-textile-art/"
"1685315150-96","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Young Polish Artists
                            
                            21 March 2022 7 PM CET
                                    
                                        Auction location: Warszawa, ul. Piękna 1A
                                    

                                        Auction code: 1056AMS136
                                    

                                    
                                        Auction turnover :
                                        234,120 PLN","https://desa.pl/en/art-auctions-results/young-polish-artists-x47c/"
"1685315150-97","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Auction For Ukrainian Refugees • Session II
                            
                            18 March 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1043ACH043
                                    

                                    
                                        Auction turnover :
                                        309,500 PLN","https://desa.pl/en/art-auctions-results/aukcja-na-rzecz-uchodzcow-z-ukrainy-ii-sesja/"
"1685315150-98","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Old Masters, 19th Century and Modern Art
                            
                            17 March 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1054ASD227
                                    

                                    
                                        Auction turnover :
                                        26,876,400 PLN","https://desa.pl/en/art-auctions-results/old-masters-19th-century-and-modern-art-mnhk/"
"1685315150-99","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Jacques Zucker. People and Landscapes
                            
                            15 March 2022 7 PM CET
                                    
                                        Auction location: Warszawa, ul. Piękna 1A
                                    

                                        Auction code: 1052MON009
                                    

                                    
                                        Auction turnover :
                                        313,440 PLN","https://desa.pl/en/art-auctions-results/jacques-zucker-people-and-landscapes/"
"1685315150-100","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Polish Contemporary Art
                            
                            10 March 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1049ANS033
                                    

                                    
                                        Auction turnover :
                                        2,383,200 PLN","https://desa.pl/en/art-auctions-results/polish-contemporary-art-kbi6/"
"1685315150-101","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Charity Auction For Ukrainian Refugees
                            
                            9 March 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1041ACH042
                                    

                                    
                                        Auction turnover :
                                        1,098,800 PLN","https://desa.pl/en/art-auctions-results/aukcja-na-rzecz-uchodzcow-z-ukrainy/"
"1685315150-102","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Women Prints and Multiples
                            
                            8 March 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1048APP105
                                    

                                    
                                        Auction turnover :
                                        186,120 PLN","https://desa.pl/en/art-auctions-results/women-prints-and-multiples/"
"1685315150-103","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Young Polish Artists
                            
                            7 March 2022 7 PM CET
                                    
                                        Auction location: Warszawa, ul. Piękna 1A
                                    

                                        Auction code: 1047AMS135
                                    

                                    
                                        Auction turnover :
                                        219,840 PLN","https://desa.pl/en/art-auctions-results/young-polish-artist/"
"1685315150-104","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Post-War & Contemporary Art
                            
                            3 March 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1046ASW099
                                    

                                    
                                        Auction turnover :
                                        8,849,400 PLN","https://desa.pl/en/art-auctions-results/post-war-contemporary-art-0otw/"
"1685315150-105","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Art now. Curator's choice
                            
                            1 March 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1045AMS134
                                    

                                    
                                        Auction turnover :
                                        298,680 PLN","https://desa.pl/en/art-auctions-results/art-now-curators-choice-9rza/"
"1685315150-106","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Jewellery. Masterpieces of Art of 19th and 20th Century
                            
                            28 February 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1044ABD040
                                    

                                    
                                        Auction turnover :
                                        520,080 PLN","https://desa.pl/en/art-auctions-results/jewellery-masterpieces-of-art-of-19th-and-20th-century-cjge/"
"1685315150-107","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Works on Paper. 19th Century and Modern Art
                            
                            24 February 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1041APP104
                                    

                                    
                                        Auction turnover :
                                        1,402,440 PLN","https://desa.pl/en/art-auctions-results/works-on-paper-19th-century-and-modern-art-84ed/"
"1685315150-108","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Post-War & Contemporary. Works on Paper
                            
                            22 February 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1040APP103
                                    

                                    
                                        Auction turnover :
                                        1,269,840 PLN","https://desa.pl/en/art-auctions-results/post-war-contemporary-works-on-paper/"
"1685315150-109","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Roman Opalka
                            
                            17 February 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1039MON008
                                    

                                    
                                        Auction turnover :
                                        5,575,920 PLN","https://desa.pl/en/art-auctions-results/roman-opalka/"
"1685315150-110","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Street Art
                            
                            15 February 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1038ANS032
                                    

                                    
                                        Auction turnover :
                                        94,080 PLN","https://desa.pl/en/art-auctions-results/street-art/"
"1685315150-111","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Art Outlet. 19th Century and Modern Art
                            
                            10 February 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1037WYP064
                                    

                                    
                                        Auction turnover :
                                        1,135,560 PLN","https://desa.pl/en/art-auctions-results/art-outlet-19th-century-and-modern-art-wfi8/"
"1685315150-112","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Fantastical Art. Surrealism and Magic Realism
                            
                            8 February 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1036ASW098
                                    

                                    
                                        Auction turnover :
                                        1,553,160 PLN","https://desa.pl/en/art-auctions-results/fantastical-art-surrealism-and-magic-realism/"
"1685315150-113","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Young Polish Artists
                            
                            3 February 2022 7 PM CET
                                    
                                        Auction location: Warszawa, ul. Piękna 1A
                                    

                                        Auction code: 1035AMS133
                                    

                                    
                                        Auction turnover :
                                        298,200 PLN","https://desa.pl/en/art-auctions-results/mloda-sztuka-styczen/"
"1685315150-114","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Zakopane. City in the mountains
                            
                            27 January 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1034KOL026
                                    

                                    
                                        Auction turnover :
                                        1,349,400 PLN","https://desa.pl/en/art-auctions-results/zakopane-city-in-the-mountains/"
"1685315150-115","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Old Masters and Modern Prints
                            
                            25 January 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1032APP102
                                    

                                    
                                        Auction turnover :
                                        363,720 PLN","https://desa.pl/en/art-auctions-results/old-masters-and-modern-prints/"
"1685315150-116","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Collectors for the museum
                            
                            24 January 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1031ACH041
                                    

                                    
                                        Auction turnover :
                                        289,900 PLN","https://desa.pl/en/art-auctions-results/aukcja-kolekcjonerska-mnw/"
"1685315150-117","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Graphc Art. Prints and Multiples. Post-War and Contemporary.
                            
                            20 January 2022 7 PM CET
                                    
                                        Auction location: Warszawa
                                    

                                        Auction code: 1028APP101
                                    

                                    
                                        Auction turnover :
                                        311,520 PLN","https://desa.pl/en/art-auctions-results/graphc-art-prints-and-multiples-post-war-and-contemporary/"
"1685315150-118","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","ART OUTLET. Post-War and Contemporary Art
                            
                            18 January 2022 7 PM CET
                                    
                                        Auction location: Warszawa, Piękna 1A street
                                    

                                        Auction code: 1026WYP063 
                                    

                                    
                                        Auction turnover :
                                        1,183,080 PLN","https://desa.pl/en/art-auctions-results/art-outlet-post-war-and-contemporary-art-tyb4/"
"1685315150-119","https://desa.pl/en/wyniki-aukcji-dziel-sztuki/?desa_department=&date_from=&year_from=2022&auction_kind=live","Young Polish Artists
                            
                            13 January 2022 7 PM CET
                                    
                                        Auction location: Warszawa, ul. Piękna 1A
                                    

                                        Auction code: 1024AMS132
                                    

                                    
                                        Auction turnover :
                                        370,800 PLN","https://desa.pl/en/art-auctions-results/mloda-sztuka-fulb/"
